# New planet
6.654589306757128715e-08 3.808553558037329931e-10
6.805816180865691659e-08 3.939861470542915149e-10
6.958741604633350949e-08 4.074152401722585715e-10
7.113365556813850791e-08 4.211459811056015615e-10
7.269688015921439473e-08 4.351817156060158115e-10
7.427708960230890537e-08 4.495257892266761449e-10
7.587428367777522637e-08 4.641815473199882942e-10
7.748846216357218064e-08 4.791523350353406761e-10
7.911962483526442600e-08 4.944414973168562178e-10
8.076777146602265369e-08 5.100523789011445973e-10
8.243290182662382660e-08 5.259883243150545868e-10
8.411501568545133813e-08 5.422526778734262926e-10
8.581411280849523710e-08 5.588487836768442227e-10
8.753019295935245282e-08 5.757799856093900437e-10
8.926325589922699359e-08 5.930496273363955444e-10
9.101330138693017167e-08 6.106610523021962205e-10
9.278032917888078859e-08 6.286176037278846520e-10
9.456433902910539985e-08 6.469226246090642937e-10
9.636533068923851342e-08 6.655794577136034740e-10
9.818330390852281479e-08 6.845914455793894950e-10
1.000182584338093919e-07 7.039619305120831484e-10
1.018701940095579601e-07 7.236942545828731263e-10
1.037391103778371138e-07 7.437917596262312598e-10
1.056250072783245379e-07 7.642577872376670342e-10
1.075278844483072465e-07 7.850956787714834477e-10
1.094477416226818206e-07 8.063087753385322502e-10
1.113845785339546730e-07 8.279004178039698021e-10
1.133383949122422340e-07 8.498739467850130368e-10
1.153091904852712683e-07 8.722327026486956300e-10
1.172969649783790607e-07 8.949800255096246857e-10
1.193017181145136941e-07 9.181192552277374224e-10
1.213234496142342744e-07 9.416537314060581696e-10
1.233621591957112613e-07 9.655867933884551572e-10
1.254178465747265875e-07 9.899217802573988563e-10
1.274905114646740820e-07 1.014662030831718975e-09
1.295801535765595764e-07 1.039810883664362697e-09
1.316867726190012488e-07 1.065371677040153227e-09
1.338103682982299146e-07 1.091347748973547718e-09
1.359509403180892125e-07 1.117742437206396647e-09
1.381084883800359216e-07 1.144559079205702362e-09
1.402830121831402527e-07 1.171801012161378664e-09
1.424745114240860602e-07 1.199471572984010384e-09
1.446829857971711595e-07 1.227574098302613177e-09
1.469084349943076448e-07 1.256111924462393722e-09
1.491508587050220480e-07 1.285088387522510126e-09
1.514102566164557885e-07 1.314506823253832546e-09
1.536866284133652790e-07 1.344370567136704422e-09
1.559799737781223493e-07 1.374682954358703295e-09
1.582902923907144845e-07 1.405447319812402670e-09
1.606175839287451160e-07 1.436666998093133867e-09
1.629618480674339389e-07 1.468345323496748088e-09
1.653230844796171510e-07 1.500485630017378887e-09
1.677012928357477960e-07 1.533091251345204862e-09
1.700964728038960820e-07 1.566165520864212743e-09
1.725086240497496454e-07 1.599711771649960703e-09
1.749377462366138955e-07 1.633733336467342276e-09
1.773838390254122527e-07 1.668233547768349872e-09
1.798469020746865189e-07 1.703215737689839112e-09
1.823269350405971951e-07 1.738683238051293581e-09
1.848239375769237465e-07 1.774639380352589990e-09
1.873379093350649726e-07 1.811087495771762723e-09
1.898688499640392720e-07 1.848030915162770036e-09
1.924167591104850133e-07 1.885472969053259425e-09
1.949816364186608523e-07 1.923416987642334243e-09
1.975634815304459970e-07 1.961866300798319896e-09
2.001622940853406047e-07 2.000824238056530870e-09
2.027780737204660726e-07 2.040294128617037754e-09
2.054108200705654093e-07 2.080279301342434684e-09
2.080605327680035250e-07 2.120783084755608022e-09
2.107272114427676029e-07 2.161808807037503380e-09
2.134108557224674162e-07 2.203359796024895128e-09
2.161114652323356728e-07 2.245439379208154249e-09
2.188290395952283587e-07 2.288050883729019087e-09
2.215635784316250827e-07 2.331197636378363610e-09
2.243150813596294469e-07 2.374882963593967749e-09
2.270835479949693640e-07 2.419110191458287731e-09
2.298689779509974282e-07 2.463882645696227241e-09
2.326713708386912592e-07 2.509203651672907757e-09
2.354907262666538990e-07 2.555076534391440124e-09
2.383270438411140773e-07 2.601504618490696544e-09
2.411803231659266606e-07 2.648491228243082980e-09
2.440505638425729969e-07 2.696039687552310728e-09
2.469377654701612597e-07 2.744153319951169650e-09
2.498419276454268450e-07 2.792835448599302232e-09
2.527630499627327152e-07 2.842089396280976393e-09
2.557011320140697700e-07 2.891918485402859965e-09
2.586561733890572699e-07 2.942326037991794330e-09
2.616281736749431005e-07 2.993315375692570134e-09
2.646171324566043024e-07 3.044889819765702169e-09
2.676230493165473357e-07 3.097052691085204675e-09
2.706459238349085033e-07 3.149807310136367459e-09
2.736857555894543749e-07 3.203156997013532853e-09
2.767425441555821040e-07 3.257105071417871834e-09
2.798162891063198520e-07 3.311654852655160979e-09
2.829069900123271585e-07 3.366809659633560657e-09
2.860146464418954178e-07 3.422572810861392810e-09
2.891392579609481965e-07 3.478947624444919968e-09
2.922808241330416042e-07 3.535937418086122622e-09
2.954393445193648226e-07 3.593545509080479478e-09
2.986148186787403177e-07 3.651775214314747309e-09
3.018072461676244747e-07 3.710629850264740799e-09
3.050166265401078100e-07 3.770112732993112394e-09
3.082429593479155004e-07 3.830227178147134626e-09
3.114862441404077009e-07 3.890976500956479551e-09
3.147464804645800740e-07 3.952364016231003142e-09
3.180236678650641074e-07 4.014393038358524726e-09
3.213178058841275903e-07 4.077066881302610965e-09
3.246288940616750371e-07 4.140388858600359840e-09
3.279569319352480051e-07 4.204362283360182979e-09
3.313019190400257296e-07 4.268990468259590468e-09
3.346638549088252826e-07 4.334276725542974009e-09
3.380427390721022613e-07 4.400224367019393378e-09
3.414385710579510527e-07 4.466836704060361245e-09
3.448513503921053101e-07 4.534117047597627974e-09
3.482810765979384293e-07 4.602068708120969752e-09
3.517277491964639195e-07 4.670694995675973390e-09
3.551913677063359326e-07 4.739999219861826105e-09
3.586719316438496866e-07 4.809984689829099497e-09
3.621694405229417833e-07 4.880654714277541806e-09
3.656838938551907908e-07 4.952012601453862722e-09
3.692152911498177196e-07 5.024061659149525641e-09
3.727636319136863405e-07 5.096805194698535783e-09
3.763289156513037142e-07 5.170246514975229139e-09
3.799111418648207202e-07 5.244388926392065552e-09
3.835103100540323216e-07 5.319235734897417664e-09
3.871264197163782538e-07 5.394790245973363998e-09
3.907594703469432885e-07 5.471055764633478732e-09
3.944094614384578697e-07 5.548035595420626434e-09
3.980763924812984836e-07 5.625733042404755145e-09
4.017602629634880824e-07 5.704151409180686981e-09
4.054610723706966670e-07 5.783293998865915347e-09
4.091788201862417626e-07 5.863164114098398025e-09
4.129135058910887374e-07 5.943765057034352733e-09
4.166651289638514368e-07 6.025100129346051861e-09
4.204336888807926608e-07 6.107172632219618866e-09
4.242191851158245867e-07 6.189985866352825488e-09
4.280216171405091934e-07 6.273543131952887311e-09
4.318409844240589489e-07 6.357847728734262642e-09
4.356772864333370756e-07 6.442902955916450547e-09
4.395305226328581850e-07 6.528712112221789733e-09
4.434006924847887018e-07 6.615278495873256585e-09
4.472877954489474457e-07 6.702605404592265699e-09
4.511918309828060553e-07 6.790696135596469578e-09
4.551127985414894644e-07 6.879553985597560814e-09
4.590506975777765373e-07 6.969182250799070960e-09
4.630055275421003865e-07 7.059584226894175194e-09
4.669772878825489548e-07 7.150763209063493672e-09
4.709659780448656508e-07 7.242722491972892054e-09
4.749715974724497195e-07 7.335465369771289477e-09
4.789941456063568244e-07 7.428995136088459081e-09
4.830336218852994185e-07 7.523315084032835152e-09
4.870900257456474320e-07 7.618428506189314478e-09
4.911633566214288021e-07 7.714338694617068456e-09
4.952536139443298431e-07 7.811048940847341962e-09
4.993607971436958824e-07 7.908562535881266289e-09
5.034849056465318952e-07 8.006882770187663807e-09
5.076259388775026105e-07 8.106012933700855933e-09
5.117838962589335700e-07 8.205956315818471110e-09
5.159587772108113398e-07 8.306716205399257731e-09
5.201505811507842514e-07 8.408295890760890463e-09
5.243593074941626138e-07 8.510698659677779871e-09
5.285849556539195603e-07 8.613927799378885352e-09
5.328275250406914719e-07 8.717986596545526416e-09
5.370870150627786130e-07 8.822878337309195618e-09
5.413634251261455545e-07 8.928606307249369843e-09
5.456567546344217033e-07 9.035173791391323233e-09
5.499670029889020435e-07 9.142584074203941785e-09
5.542941695885474541e-07 9.250840439597537932e-09
5.586382538299854502e-07 9.359946170921665136e-09
5.629992551075107119e-07 9.469904550962937438e-09
5.673771728130855087e-07 9.580718861942837431e-09
5.717720063363403339e-07 9.692392385515542428e-09
5.761837550645745404e-07 9.804928402765735743e-09
5.806124183827569758e-07 9.918330194206427895e-09
5.850579956735261942e-07 1.003260103977677286e-08
5.895204863171914091e-07 1.014774421883988925e-08
5.939998896917329168e-07 1.026376301018068323e-08
5.984962051728026262e-07 1.038066069200366138e-08
6.030094321337247992e-07 1.049844054193076189e-08
6.075395699454963692e-07 1.061710583699916744e-08
6.120866179767876817e-07 1.073665985365913309e-08
6.166505755939431298e-07 1.085710586777180741e-08
6.212314421609816834e-07 1.097844715460705707e-08
6.258292170395974187e-07 1.110068698884129293e-08
6.304438995891602595e-07 1.122382864455529133e-08
6.350754891667164007e-07 1.134787539523202351e-08
6.397239851269889431e-07 1.147283051375448012e-08
6.443893868223785292e-07 1.159869727240349746e-08
6.490716936029639786e-07 1.172547894285558852e-08
6.537709048165028166e-07 1.185317879618076922e-08
6.584870198084319105e-07 1.198180010284038618e-08
6.632200379218681038e-07 1.211134613268494791e-08
6.679699584976087467e-07 1.224182015495195755e-08
6.727367808741324364e-07 1.237322543826373739e-08
6.775205043875994409e-07 1.250556525062526831e-08
6.823211283718523345e-07 1.263884285942201756e-08
6.871386521584169502e-07 1.277306153141777323e-08
6.919730750765025922e-07 1.290822453275247537e-08
6.968243964530027763e-07 1.304433512894005539e-08
7.016926156124959713e-07 1.318139658486626721e-08
7.065777318772460230e-07 1.331941216478652334e-08
7.114797445672031063e-07 1.345838513232373429e-08
7.163986530000039375e-07 1.359831875046614135e-08
7.213344564909727272e-07 1.373921628156515932e-08
7.262871543531216035e-07 1.388108098733321093e-08
7.312567458971515652e-07 1.402391612884156791e-08
7.362432304314526935e-07 1.416772496651819039e-08
7.412466072621049990e-07 1.431251076014556798e-08
7.462668756928791626e-07 1.445827676885856078e-08
7.513040350252371713e-07 1.460502625114224214e-08
7.563580845583326355e-07 1.475276246482974137e-08
7.614290235890119538e-07 1.490148866710008310e-08
7.665168514118144185e-07 1.505120811447603997e-08
7.716215673189733810e-07 1.520192406282197035e-08
7.767431706004165687e-07 1.535363976734166272e-08
7.818816605437668267e-07 1.550635848257619162e-08
7.870370364343428584e-07 1.566008346240175372e-08
7.922092975551597556e-07 1.581481796002752051e-08
7.973984431869298450e-07 1.597056522799348756e-08
8.026044726080632176e-07 1.612732851816832393e-08
8.078273850946682585e-07 1.628511108174721812e-08
8.130671799205527053e-07 1.644391616924973407e-08
8.183238563572239659e-07 1.660374703051765384e-08
8.235974136738900713e-07 1.676460691471284351e-08
8.288878511374599934e-07 1.692649907031509255e-08
8.341951680125448097e-07 1.708942674511997642e-08
8.395193635614579148e-07 1.725339318623670588e-08
8.448604370442159734e-07 1.741840164008598296e-08
8.502183877185395558e-07 1.758445535239785686e-08
8.555932148398537731e-07 1.775155756820958327e-08
8.609849176612891238e-07 1.791971153186347697e-08
8.663934954336819180e-07 1.808892048700477769e-08
8.718189474055752298e-07 1.825918767657949619e-08
8.772612728232195328e-07 1.843051634283228337e-08
8.827204709305732294e-07 1.860290972730428958e-08
8.881965409693036038e-07 1.877637107083102718e-08
8.936894821787872454e-07 1.895090361354022314e-08
8.991992937961111079e-07 1.912651059484969158e-08
9.047259750560729323e-07 1.930319525346519631e-08
9.102695251911820943e-07 1.948096082737830676e-08
9.158299434316601337e-07 1.965981055386427053e-08
9.214072290054418130e-07 1.983974766947987589e-08
9.270013811381754352e-07 2.002077541006132100e-08
9.326123990532239024e-07 2.020289701072207647e-08
9.382402819716651397e-07 2.038611570585076116e-08
9.438850291122931535e-07 2.057043472910899811e-08
9.495466396916185612e-07 2.075585731342929367e-08
9.552251129238692264e-07 2.094238669101290999e-08
9.609204480209910002e-07 2.113002609332772758e-08
9.666326441926487796e-07 2.131877875110612441e-08
9.723617006462268256e-07 2.150864789434284180e-08
9.781076165868298217e-07 2.169963675229286353e-08
9.838703912172835093e-07 2.189174855346928830e-08
9.896500237381353228e-07 2.208498652564120227e-08
9.954465133476550252e-07 2.227935389583155813e-08
1.001259859241835978e-06 2.247485389031505092e-08
1.007090060614395143e-06 2.267148973461599713e-08
1.012937116656774561e-06 2.286926465350620387e-08
1.018801026558141779e-06 2.306818187100286127e-08
1.024681789505390485e-06 2.326824461036641159e-08
1.030579404683141141e-06 2.346945609409843828e-08
1.036493871273742466e-06 2.367181954393953852e-08
1.042425188457271437e-06 2.387533818086721217e-08
1.048373355411534138e-06 2.408001522509373763e-08
1.054338371312067025e-06 2.428585389606406749e-08
1.060320235332137355e-06 2.449285741245370098e-08
1.066318946642744029e-06 2.470102899216657638e-08
1.072334504412617807e-06 2.491037185233295667e-08
1.078366907808223212e-06 2.512088920930731201e-08
1.084416155993758529e-06 2.533258427866621205e-08
1.090482248131156444e-06 2.554546027520621498e-08
1.096565183380085311e-06 2.575952041294175323e-08
1.102664960897949575e-06 2.597476790510302588e-08
1.108781579839891047e-06 2.619120596413389422e-08
1.114915039358789112e-06 2.640883780168976424e-08
1.121065338605261999e-06 2.662766662863548556e-08
1.127232476727666998e-06 2.684769565504325041e-08
1.133416452872101722e-06 2.706892809019047269e-08
1.139617266182404752e-06 2.729136714255770026e-08
1.145834915800156687e-06 2.751501601982650055e-08
1.152069400864680362e-06 2.773987792887735961e-08
1.158320720513042115e-06 2.796595607578758436e-08
1.164588873880052637e-06 2.819325366582919160e-08
1.170873860098267391e-06 2.842177390346682352e-08
1.177175678297987675e-06 2.865151999235563015e-08
1.183494327607261469e-06 2.888249513533918151e-08
1.189829807151884067e-06 2.911470253444736662e-08
1.196182116055399139e-06 2.934814539089430236e-08
1.202551253439099363e-06 2.958282690507622248e-08
1.208937218422027275e-06 2.981875027656939646e-08
1.215340010120975905e-06 3.005591870412803508e-08
1.221759627650490042e-06 3.029433538568218274e-08
1.228196070122866666e-06 3.053400351833564291e-08
1.234649336648155998e-06 3.077492629836387376e-08
1.241119426334162142e-06 3.101710692121189710e-08
1.247606338286444139e-06 3.126054858149222043e-08
1.254110071608316607e-06 3.150525447298273265e-08
1.260630625400850584e-06 3.175122778862461955e-08
1.267167998762874587e-06 3.199847172052028590e-08
1.273722190790975039e-06 3.224698945993125777e-08
1.280293200579497749e-06 3.249678419727610462e-08
1.286881027220547910e-06 3.274785912212834820e-08
1.293485669803991798e-06 3.300021742321438467e-08
1.300107127417456979e-06 3.325386228841139348e-08
1.306745399146333370e-06 3.350879690474526611e-08
1.313400484073774297e-06 3.376502445838850835e-08
1.320072381280697132e-06 3.402254813465817568e-08
1.326761089845784351e-06 3.428137111801378870e-08
1.333466608845483743e-06 3.454149659205525534e-08
1.340188937354010109e-06 3.480292773952078630e-08
1.346928074443345892e-06 3.506566774228483044e-08
1.353684019183241605e-06 3.532971978135598367e-08
1.360456770641217100e-06 3.559508703687493089e-08
1.367246327882562626e-06 3.586177268811235493e-08
1.374052689970339040e-06 3.612977991346687847e-08
1.380875855965379292e-06 3.639911189046298621e-08
1.387715824926288848e-06 3.666977179574894696e-08
1.394572595909446957e-06 3.694176280509474901e-08
1.401446167969007503e-06 3.721508809339003547e-08
1.408336540156899426e-06 3.748975083464201982e-08
1.415243711522828202e-06 3.776575420197344107e-08
1.422167681114276061e-06 3.804310136762047929e-08
1.429108447976503675e-06 3.832179550293069095e-08
1.436066011152550372e-06 3.860183977836095754e-08
1.443040369683235408e-06 3.888323736347540767e-08
1.450031522607158812e-06 3.916599142694335244e-08
1.457039468960701809e-06 3.945010513653724062e-08
1.464064207778028730e-06 3.973558165913058081e-08
1.471105738091086582e-06 4.002242416069589003e-08
1.478164058929607383e-06 4.031063580630262905e-08
1.485239169321107735e-06 4.060021976011514437e-08
1.492331068290890522e-06 4.089117918539061683e-08
1.499439754862045964e-06 4.118351724447700358e-08
1.506565228055451618e-06 4.147723709881097344e-08
1.513707486889774500e-06 4.177234190891586208e-08
1.520866530381470656e-06 4.206883483439962065e-08
1.528042357544787494e-06 4.236671903395275111e-08
1.535234967391763361e-06 4.266599766534626147e-08
1.542444358932229658e-06 4.296667388542962096e-08
1.549670531173810631e-06 4.326875085012870866e-08
1.556913483121925276e-06 4.357223171444374883e-08
1.564173213779787761e-06 4.387711963244727936e-08
1.571449722148408276e-06 4.418341775728210037e-08
1.578743007226594300e-06 4.449112924115923605e-08
1.586053068010951239e-06 4.480025723535587659e-08
1.593379903495883485e-06 4.511080489021334006e-08
1.600723512673595471e-06 4.542277535513502758e-08
1.608083894534092311e-06 4.573617177858439177e-08
1.615461048065181069e-06 4.605099730808287876e-08
1.622854972252471603e-06 4.636725509020790321e-08
1.630265666079377205e-06 4.668494827059080353e-08
1.637693128527115869e-06 4.700407999391479710e-08
1.645137358574711138e-06 4.732465340391296195e-08
1.652598355198993162e-06 4.764667164336617872e-08
1.660076117374599549e-06 4.797013785410110574e-08
1.667570644073976208e-06 4.829505517698815405e-08
1.675081934267378618e-06 4.862142675193944270e-08
1.682609986922872471e-06 4.894925571790676708e-08
1.690154801006334723e-06 4.927854521287956745e-08
1.697716375481454656e-06 4.960929837388291058e-08
1.705294709309734724e-06 4.994151833697544498e-08
1.712889801450491614e-06 5.027520823724738917e-08
1.720501650860857303e-06 5.061037120881849353e-08
1.728130256495779692e-06 5.094701038483601536e-08
1.735775617308023880e-06 5.128512889747269394e-08
1.743437732248172797e-06 5.162472987792473219e-08
1.751116600264628685e-06 5.196581645640977837e-08
1.758812220303613948e-06 5.230839176216488130e-08
1.766524591309171575e-06 5.265245892344449848e-08
1.774253712223166832e-06 5.299802106751845131e-08
1.781999581985287688e-06 5.334508132066993326e-08
1.789762199533046294e-06 5.369364280819346504e-08
1.797541563801779835e-06 5.404370865439288955e-08
1.805337673724651160e-06 5.439528198257936679e-08
1.813150528232650268e-06 5.474836591506934227e-08
1.820980126254594941e-06 5.510296357318254858e-08
1.828826466717131806e-06 5.545907807723998044e-08
1.836689548544737389e-06 5.581671254656188961e-08
1.844569370659719390e-06 5.617587009946576658e-08
1.852465931982217315e-06 5.653655385326435531e-08
1.860379231430203325e-06 5.689876692426361509e-08
1.868309267919483719e-06 5.726251242776072867e-08
1.876256040363699777e-06 5.762779347804209718e-08
1.884219547674328612e-06 5.799461318838133505e-08
1.892199788760684226e-06 5.836297467103725828e-08
1.900196762529918571e-06 5.873288103725188601e-08
1.908210467887022814e-06 5.910433539724844864e-08
1.916240903734827557e-06 5.947734086022936952e-08
1.924288068974005159e-06 5.985190053437427311e-08
1.932351962503069740e-06 6.022801752683799972e-08
1.940432583218378029e-06 6.060569494374859384e-08
1.948529930014131477e-06 6.098493589020529239e-08
1.956644001782376260e-06 6.136574347027657264e-08
1.964774797413004974e-06 6.174812078699811397e-08
1.972922315793756634e-06 6.213207094237083914e-08
1.981086555810219635e-06 6.251759703735888937e-08
1.989267516345830490e-06 6.290470217188766552e-08
1.997465196281876785e-06 6.329338944484181645e-08
2.005679594497496762e-06 6.368366195406325374e-08
2.013910709869681434e-06 6.407552279634917972e-08
2.022158541273275432e-06 6.446897506745008898e-08
2.030423087580977007e-06 6.486402186206778315e-08
2.038704347663340569e-06 6.526066627385338566e-08
2.047002320388777109e-06 6.565891139540535653e-08
2.055317004623554628e-06 6.605876031826750708e-08
2.063648399231800673e-06 6.646021613292705448e-08
2.071996503075501491e-06 6.686328192881258350e-08
2.080361315014504150e-06 6.726796079429211427e-08
2.088742833906518226e-06 6.767425581667110379e-08
2.097141058607115812e-06 6.808217008219048715e-08
2.105555987969732780e-06 6.849170667602466587e-08
2.113987620845670059e-06 6.890286868227957557e-08
2.122435956084094900e-06 6.931565918399070076e-08
2.130900992532041301e-06 6.973008126312107633e-08
2.139382729034411703e-06 7.014613800055935532e-08
2.147881164433977834e-06 7.056383247611782364e-08
2.156396297571381136e-06 7.098316776853041483e-08
2.164928127285135304e-06 7.140414695545076458e-08
2.173476652411626284e-06 7.182677311345023869e-08
2.182041871785113125e-06 7.225104931801598754e-08
2.190623784237730093e-06 7.267697864354892117e-08
2.199222388599487094e-06 7.310456416336182995e-08
2.207837683698270524e-06 7.353380894967735956e-08
2.216469668359844962e-06 7.396471607362606556e-08
2.225118341407854013e-06 7.439728860524448101e-08
2.233783701663821164e-06 7.483152961347311808e-08
2.242465747947151467e-06 7.526744216615454892e-08
2.251164479075131549e-06 7.570502933003142048e-08
2.259879893862932146e-06 7.614429417074452218e-08
2.268611991123607683e-06 7.658523975283081393e-08
2.277360769668099238e-06 7.702786913972148060e-08
2.286126228305233272e-06 7.747218539373999972e-08
2.294908365841725438e-06 7.791819157610014301e-08
2.303707181082178890e-06 7.836589074690409705e-08
2.312522672829087670e-06 7.881528596514045154e-08
2.321354839882836707e-06 7.926638028868229350e-08
2.330203681041702668e-06 7.971917677428523526e-08
2.339069195101856491e-06 8.017367847758549540e-08
2.347951380857362548e-06 8.062988845309794000e-08
2.356850237100181602e-06 8.108780975421415035e-08
2.365765762620170386e-06 8.154744543320047739e-08
2.374697956205084146e-06 8.200879854119609620e-08
2.383646816640576214e-06 8.247187212821107372e-08
2.392612342710200976e-06 8.293666924312444967e-08
2.401594533195413022e-06 8.340319293368226455e-08
2.410593386875570111e-06 8.387144624649565385e-08
2.419608902527932752e-06 8.434143222703891571e-08
2.428641078927665892e-06 8.481315391964755217e-08
2.437689914847841035e-06 8.528661436751636338e-08
2.446755409059436245e-06 8.576181661269751526e-08
2.455837560331336991e-06 8.623876369609859399e-08
2.464936367430338264e-06 8.671745865748071342e-08
2.474051829121145424e-06 8.719790453545655633e-08
2.483183944166375050e-06 8.768010436748845531e-08
2.492332711326556207e-06 8.816406118988647378e-08
2.501498129360132140e-06 8.864977803780650009e-08
2.510680197023460278e-06 8.913725794524830205e-08
2.519878913070814347e-06 8.962650394505362107e-08
2.529094276254385220e-06 9.011751906890425311e-08
2.538326285324282186e-06 9.061030634732010318e-08
2.547574939028533798e-06 9.110486880965731916e-08
2.556840236113089566e-06 9.160120948410635956e-08
2.566122175321820381e-06 9.209933139769004797e-08
2.575420755396520212e-06 9.259923757626169371e-08
2.584735975076906945e-06 9.310093104450317277e-08
2.594067833100624511e-06 9.360441482592302197e-08
2.603416328203242455e-06 9.410969194285451993e-08
2.612781459118258478e-06 9.461676541645379447e-08
2.622163224577098441e-06 9.512563826669789030e-08
2.631561623309118902e-06 9.563631351238290292e-08
2.640976654041607119e-06 9.614879417112204631e-08
2.650408315499783164e-06 9.666308325934376037e-08
2.659856606406799927e-06 9.717918379228980506e-08
2.669321525483745230e-06 9.769709878401336782e-08
2.678803071449642677e-06 9.821683124737714454e-08
2.688301243021453347e-06 9.873838419405148664e-08
2.697816038914076215e-06 9.926176063451245554e-08
2.707347457840349851e-06 9.978696357803995659e-08
2.716895498511052839e-06 1.003139960327158332e-07
2.726460159634906745e-06 1.008428610054219874e-07
2.736041439918574845e-06 1.013735615018384875e-07
2.745639338066665511e-06 1.019061005264416621e-07
2.755253852781732215e-06 1.024404810825022339e-07
2.764884982764274797e-06 1.029767061720834139e-07
2.774532726712741583e-06 1.035147787960390090e-07
2.784197083323529386e-06 1.040547019540115823e-07
2.793878051290984774e-06 1.045964786444305204e-07
2.803575629307406615e-06 1.051401118645101679e-07
2.813289816063046074e-06 1.056856046102479610e-07
2.823020610246108307e-06 1.062329598764225347e-07
2.832768010542753310e-06 1.067821806565918437e-07
2.842532015637097188e-06 1.073332699430912964e-07
2.852312624211213427e-06 1.078862307270318619e-07
2.862109834945135010e-06 1.084410659982982042e-07
